name,movie_id
Edward F. Cline,119564
Anthony Mann,35543
Alexander Payne,65057
Drake Doremus,60420
James Bobin,64328
Wilson Yip,10109
Bill Condon,50619
Volker Schlöndorff,65002
Joseph Losey,107327
André Téchiné,64983
Brenton Spencer,20859
Steven Spielberg,57212
Bruce Robinson,23514
Simon Curtis,75900
Henry King,89086
Otto Brower,89086
Christophe Honoré,31208
Larry Shaw,131914
Edward F. Cline,405280
Christopher Marshall,202152
Kyle Patrick Alvarez,50036
Gregory Ratoff,296104
William A. Wellman,82397
F. Javier Gutiérrez,25922
Jean-Claude Brisseau,64124
Joseph Losey,30784
Marco Bellocchio,24185
Andrew Haigh,79120
Fernando E. Solanas,46770
Blair Underwood,22165
Jean Rollin,84473
João César Monteiro,83233
Alex Law,39693
Miao Wang,101124
Ben Hickernell,61629
George Stevens,178452
Edmund Goulding,178452
Roy Rowland,178452
Sam Wood,178452
Allan Dwan,178452
Charles Reisner,178452
Richard Boleslawski,178452
Russell Mack,178452
Edmund Goulding,85677
Simo Halinen,21244
Marcin Wrona,68634
Gary Rydstrom,13060
Matthew Lauyer,76234
Rohit Shetty,70590
Mikael Håfström,38407
Benedek Fliegauf,125161
Pere Portabella,94509
Nikhil Advani,20002
Busby Berkeley,221346
Ousmane Sembene,125700
Valery Todorovsky,38336
Damon Santostefano,15157
John Ford,173456
Ferdinand Fairfax,39463
Guy Moshe,30618
Jack Clayton,35841
David Butler,29879
Shinsuke Sato,74135
Gilles Paquet-Brenner,53457
Suzie Halewood,17155
Julie Bertuccelli,51409
Harry Bromley Davenport,25834
Abderrahmane Sissako,47226
Martin Zandvliet,19305
David Gordon Green,57431
Stephen Daldry,64685
Ted Tetzlaff,172908
István Szabó,29932
Max Lang,28118
Jakob Schuh,28118
Marc Fienberg,45708
Kieth Merrill,26985
Philippe Grimond,11625
Gerhard Hahn,9369
Stefan Fjeldmark,9642
Jesper Møller,9642
Susanne Rostock	,91367
Rouben Mamoulian,79887
Oren Moverman,75622
George Miller,65759
Neil Jordan,125769
Robert Altman,91781
Roberto Rossellini,43444
Robert Altman,66488
Barry Cook,51052
Sarah Smith,51052
Gerardo Naranjo,77635
Nicholas Ray,80555
Howard Hawks,80046
John Frankenheimer,52661
Robert Siodmak,25413
Jack Sholder,153102
Peter Hall,182129
Lisanne Skyler,125506
Nicholas Ray,85639
Andrew Lancaster,37721
William Dear,56601
Prachya Pinkaew,57585
Geoffrey Fletcher,91550
Rob Minkoff,62046
Walter Hill,70074
Simon West,76163
Jimmy T. Murakami,13396
Dianne Jackson,13396
Declan O'Brien,46020
George Sidney,43546
Raoul Walsh,111607
Gary Ross,70160
Benjamin Christensen,174593
Benedek Fliegauf,59457
Dante Lam,38264
Yonggang Wu,112698
Ivan Passer,77381
George King,87911
Jörg Buttgereit,15736
Christopher Nolan,49026
João César Monteiro,83229
Sergiu Nicolaescu,36662
Tony Gilroy,49040
Philippe Lioret,1254
Mark Pellington,75345
Guy Ritchie,58574
Kevin Macdonald,66150
Zillah Bowes,66150
Andrew Mondshein,278822
Philippe Le Guay,54157
Carlos Saura,26824
Martin Zandvliet,73448
Louis Feuillade,56801
Kim Ki-duk,25653
Akihiko Shiota,104465
Ralph Fiennes,101173
Mathieu Demy,103597
Gordon Douglas,39287
Lech Majewski,22075
Grigoriy Chukhray,46741
Richard Compton,42450
Huseyin Karabey,54900
Paul Saltzman,61896
Jafar Panahi,83552
Mojtaba Mirtahmasb,83552
Keisuke Kinoshita,125264
Bruno Dumont,89456
Santiago Mitre,118204
Cam Archer,119425
Sook-Yin Lee,17775
Aaron Woodley,17775
Sudz Sutherland,17775
David Weaver,17775
Emmanuelle Bercot,70955
Duane Hopkins,20186
Philippe Grandrieux,99642
Lucian Pintilie,123712
Jason Reitman,57157
Julien Magnat,70577
Garry Marshall,62838
Brad Bird,56292
Cameron Crowe,74465
David Butler,40693
David Fincher,65754
Chris Gorak,71469
Ole Schell,45320
Sara Ziff,45320
Henry Cass,16939
Mike Mitchell,55301
Rodrigo García,73873
Guillem Morales,52274
Ana Vlad,378477
Adrian Voicu,378477
George Ratliff,51995
Jennifer Westfeldt,80038
Richard Fleischer,82203
Juan Carlos Fresnadillo,63207
André De Toth,25688
Angelina Jolie,79777
William J. Cowen,84505
Douglas Sirk,25915
Lloyd Bacon,111100
Jacques Demy,85942
Ernst Lubitsch,58192
Rowland V. Lee,52359
George Marshall,75315
Lars Büchel,2349
David Kaplan,46641
Chip Mabry,92464
Jin Yimeng,24986
Eugene Jarecki,56761
Robert Vince,24833
Dereck Joubert,53505
Beverly Joubert,53505
Giuliano Montaldo,45138
Jacques Deray,48153
Don Siegel,36522
Olivier Abbou,74518
Sebastian Gutierrez,59006
Masakazu Hashimoto,41066
Famke Janssen,53100
Juho Kuosmanen,293114
Alli Haapasalo,116537
George Cukor,118955
Edgar Selwyn,72997
Maneesh Sharma,82698
Dee Rees,73939
Eric Till,13247
Peter Harris,13247
Tim Johnson,50393
Francesca Gregorini,71866
Tatiana von Furstenberg,71866
Edward Burns,72766
William Brent Bell,76487
Alex Ranarivelo,74523
Michael Cuesta,76785
Baltasar Kormákur,77866
Shimit Amin,14163
Pierre Granier-Deferre,74878
Victor Fleming,72821
Waldemar Krzystek,389854
Dariush Mehrjui,43984
Johan van der Keuken,269963
Mark Rappaport,148503
Martin Guigui,78461
Constance Marks,75301
Arthur Lubin,112655
Todd Graff,63574
Alex Bowen,37006
João Pedro Rodrigues,95538
Sidney Lumet,184795
Charles Martin Smith,62837
Fernando Trueba,63498
Tono Errando,63498
Javier Mariscal,63498
Phyllida Lloyd,71688
Mitchell Lichtenstein,39072
Daniel Adams,15346
Andrey Zvyagintsev,78182
Cristi Puiu,81527
Pantelis Voulgaris,53128
Xavier Durringer,65233
Brendan Fletcher,73066
Dave Fleischer,31309
José Luis Guerin,148353
Bohdan Sláma,33684
Rupert Murray,35156
Patricio Guzmán,72721
Angelo Cianci,162374
Niall MacCormick,72842
Michael Corrente,79465
D. Kerry Prior ,79896
Lech Majewski,57829
Robert M. Young,42157
John Stockwell,57353
Richard C. Parish,84420
Gastón Duprat,47383
Mariano Cohn,47383
Xavier Gens,38541
Måns Mårlind,52520
Björn Stein,52520
Joe Carnahan,75174
Asger Leth,49527
Chen Kaige,55741
Lauri Nurkse,68861
Chad Freidrichs,84407
Buck Henry,124210
Basil Dearden,37038
Harmon Jones,72313
John Irvin,8368
Joseph Losey,60938
Dunia Ayaso,145594
Félix Sabroso,145594
John Gray,58194
Steven Soderbergh,70435
Thomas Ngijol,66118
Lionel Steketee,66118
Fabrice Eboué,66118
Robert Stevenson,26283
William A. Wellman,260064
Frank Borzage,105548
Budd Boetticher,110139
Richard Fleischer,94741
Michael Glawogger,31337
Larysa Kondracki,65760
Tom Six,74997
Betsan Morris Evans,75579
Fritz Lang,45971
Laurence Rees,60364
Banmei Takahashi,28632
Gordon Chan,47648
Philip Martin,15044
Daniel Lee,34179
Greg Page,35250
Melvin Frank,32831
Norman Jewison,42990
Michael Lange,65892
Edward Yang,78450
Mohammad Rasoulof,87408
Julia Loktev,82321
Harun Farocki,115150
Nadav Lapid,96888
Weikai Huang,102809
Miklós Jancsó,86732
Raoul Walsh,86081
Lucian Pintilie,123690
Maurice Pialat,63230
Jannicke Systad Jacobsen,62564
Alexander Sokurov,77560
Pablo Larraín,56815
Bill Morrison,25621
Anna Biller,24870
Carlos Saura,25774
Joshua Safdie,58251
Ben Safdie,58251
John Curran,125316
Jon Ronson,97394
Kinji Fukasaku,21613
Youssef Chahine,40939
René Clair,66436
Esther Rots,32169
Marian Crișan,70149
Lewis Jackson,27230
Mika Kaurismäki,58391
John Francis Dillon,86457
Gonzalo López-Gallego,50357
Frederick Wiseman,82269
Roger Donaldson,74998
Martin Ritt,159615
Agnès Varda,54436
Scott Spiegel,71670
Steven R. Monroe,21864
Yasuhiro Takemoto,36865
Tatsuya Ishihara,36865
John Putch,28512
Ritwik Ghatak,93164
Michelangelo Antonioni,90770
Maurice Tourneur,71271
Anthony Hemingway,72431
Agnieszka Holland,73686
Kon Ichikawa,43095
Zhang Yimou,76758
Dziga Vertov,45176
Todd Berger,70917
Mark Landsman,72186
Luis de la Madrid,42968
Michael D. Sellers,57190
Eric Toledano,77338
Olivier Nakache,77338
Valérie Donzelli,73562
Julie Anne Robinson,54054
Jerry Warren,35663
Edward Finney,23340
Fenton Bailey,96495
Randy Barbato,96495
Fred Barzyk,35659
Madonna,80591
Ti West,58428
Taru Mäkelä,142118
Robert Z. Leonard,130900
Damion Dietz,19235
Ken Kwapis,78698
Paul Ziller,85949
Joseph Jacoby,122515
Kimio Yabuki,58704
Catherine Bainbridge,101520
Neil Diamond,101520
Jeremiah Hayes,101520
Giorgio Gentili,70387
Vic Morrow,70387
Craig McCall,76142
Timur Bekmambetov,57809
Dmitriy Kiselev,57809
Aleksandr Voytinskiy,57809
Yaroslav Chevazhevskiy,57809
Ignas Jonynas,57809
Levan Gabriadze,85317
Dmitriy Kiselev,85317
Aleksandr Kott,85317
Aleksandr Baranov,85317
Douglas Barr,57343
James Hawes,43711
Marcel Carné,76651
Kenji Mizoguchi,244115
Henry King,52517
Colin Minihan,50698
Stuart Ortiz,50698
Tsui Hark,48492
Otto Preminger,118911
Mike de Leon,56126
Dziga Vertov,153845
Mia Halme,409900
Jacek Bromski,38371
Olaf Lubaszenko,14224
Josh Trank,76726
James Watkins,65086
Todd Haynes,148033
Detlev Buck,80125
Grzegorz Królikiewicz,107056
S.J. Clarkson,52850
Gavin Wiesen,64678
Eran Riklis,57400
Alberto Lattuada,93834
Tom Brady,67911
Dominik Moll,66120
Patrick Garland,42457
Richard Harrah,26223
George Sidney,108688
Adam Curtis,192695
Steven Soderbergh,42409
Curtis Bernhardt,212713
Hattie Dalton,75170
Dan Ireland,30849
Owen Hurley,15167
Michael Matheson,13976
Michael Matheson,13586
Randall Churchill,26118
Paul Machliss,79133
Daniel Espinosa,59961
Michael Sucsy,72570
Griff Furst,63749
Daniel Petrie,49354
Roger Corman,76399
Ishirô Honda,39276
Roy Del Ruth,94209
William A. Wellman,72338
Brian Kirk,25143
Louis C.K.,80379
Edward Zwick,69266
Álex de la Iglesia,84797
Göran Olsson,75000
Peter Godfrey,130090
Rosser Goodman,14205
Yoshitaro Nomura,29268
Kris Booth,63217
Hiroshi Teshigahara,54146
Mark Rappaport,288094
Pere Portabella,84028
Philippe Falardeau,78480
Walter Lang,108222
Jason Rosette,125695
Dziga Vertov,144611
Masahiro Shinoda,92670
Jamie Travis,84200
Louis Mouchet,37621
Polaris Banks,99254
David M. Rosenthal,73700
George Archainbaud,91181
Brad Peyton,72545
Coky Giedroyc,124847
Birgit Möller,86099
Mikko Niskanen,253105
Lloyd Ingraham,112485
David Mackenzie,51999
Jon Knautz,47763
Alon Gur Arye,16702
Bestor Cram,126016
Gregory W. Friedle,83716
Robert Gardner,84001
Gastón Duprat,278458
Mariano Cohn,278458
Tim Heidecker,79940
Eric Wareheim,79940
Emilio Fernández,43459
Markku Pölönen,189076
Olli Saarela,64029
Rachel Ward,29483
Sergei Loban,88491
Marcus H. Rosenmüller,79362
Til Schweiger,53174
Howard Zieff,84259
John Kent Harrison,71184
Joseph V. Mascelli,37464
Ville Jankeri,85988
Ian Cheney,84917
Alma Har'el,83732
Vladimir Bychkov,215478
Teddy Chan,30596
Ching Siu-Tung,75948
Tsui Hark,81870
P.J. Pesce,29564
Ian Palmer,71771
Martin Koolhoven,16564
Allan Dwan,110603
Howard W. Koch,98079
Michael Curtiz,96771
John Hay,14933
Juana Macías,73921
Lowell Sherman,81111
Arturo Ripstein,106199
Benjamin Christensen,147621
Edouard Niermans,247500
Adam Dubin,29750
Dušan Kovačević,31400
Božidar 'Bota' Nikolić,31400
David Weissman,81716
Bill Weber,81716
Thomas J. Schmidt,140632
Oldřich Lipský,51578
Betsy Blankenbaker,82762
Daniel Nettheim,70954
Jonathan Ford,74471
Howard J. Ford,74471
William Wyler,108155
Jack Smight,35671
Brian Taylor,71676
Mark Neveldine,71676
Bibo Bergeron,77459
Bill Kalmenson,158920
Yvonne Rainer,163937
Stathis Athanasiou,178595
Russell Mulcahy,21634
Stephen Surjik,70374
Randal Kleiser,27902
Alexander Nanau,55802
Gerardo Herrero,186755
Jack Hively,53798
Matt Lang,54507
Matt Lang,59017
JP Siili,105983
Tim Cox,51875
Carl Tibbetts,73936
Damien Chazelle,46504
Robert Siodmak,147886
Richard Thorpe,80030
Ken Burns,26397
Andrew Erwin,83860
Jon Erwin ,83860
Cyril Tuschi,79890
Dan Chisu,81675
Jean-Luc Godard,59045
Roberto Rossellini,59045
Pier Paolo Pasolini,59045
Ugo Gregoretti,59045
Jacques Rivette,43026
Mick Garris,168210
René Féret,62116
Matt Russell,70876
Philippe Le Guay,57243
Robert Stevenson,29694
Christopher Ray,52454
Declan O'Brien,71672
Joseph-Louis Mundwiller,144454
Jaume Balagueró,77495
Yasujirō Ozu,55198
Jonah Loop,71254
Burt Kennedy,202941
John Sturges,27709
Benjamin Ross,53033
Šarūnas Bartas,32708
Mansour Sora Wade,276220
John Shepphird,36427
Patrick Hughes,45569
Danny Bilson,17790
Jean-Philippe Toussaint,15086
Richard Stanley,48458
Bernard Émond,85883
George Scribner,25831
Sylvie Testud,116231
Alain Gagnol,52264
Jean-Loup Felicioli,52264
Mario Bava,77076
Makoto Shinkai,79707
Heitor Dhalia,79548
Wesley Ruggles,184507
Alex Kendrick,72213
Alex Kendrick,17345
Nima Nourizadeh,57214
Kyle Balda,73723
Chris Renaud,73723
Johan Kling,25228
David Frankel,73937
Mika Kaurismäki,214349
Norman Foster,18705
Mike McCoy,75674
Scott Waugh,75674
Mike Clattenburg,38674
G.W. Pabst,46813
T.J. Martin,82620
Daniel Lindsay,82620
McG,59962
Charlie Chaplin,53418
Charlie Chaplin,53420
Charlie Chaplin,53410
Charlie Chaplin,53403
Terence Fisher,77669
Božidar 'Bota' Nikolić,26642
Andrew Stanton,49529
Katja Gauriloff,123320
Charlie Chaplin,53424
Feo Aladag,44246
Michèle Hozer,59974
Peter Raymont,59974
Angela Ismailos,85963
Andrew V. McLaglen,196784
Robert Hartford-Davis,119364
Matt O'Casey,74406
Charlie Chaplin,53414
Charlie Chaplin,53419
Charlie Chaplin,47650
Curt Morgan,68450
Ken Scott,79108
Lee Fulkerson,64288
Vsevolod Pudovkin,167112
Nenad Đurić,288098
Kōji Wakamatsu,46101
Michael Dowse,74387
Ivica Matić,267197
Edwin,178543
Raúl Ruiz,288291
Saul Landau,288291
Nina Serrano,288291
Andrés Baiz,80184
Éric Besnard,52349
J. Lee Thompson,3051
Lyndall Hobbs,47682
Yasuhiro Yoshiura,20683
Nick Murphy ,77949
Roselyne Bosch,41411
Julian Schnabel,45595
Mark Atkins,28524
Pablo Croce,92117
Atsuya Uki,37928
Jay Roach,91010
Diane Doniol-Valcroze,216672
Arthur Flam,216672
Matthew Chapman,63493
Lee Jung-ho,42507
Phil Lord,64688
Christopher Miller,64688
Jay Duplass,82532
Mark Duplass,82532
Brant Sersen,14346
John English,61020
James W. Horne,261035
Juha Rosma,293097
Irving Lerner,37942
William Phillips,25435
Leo McCarey,144326
William Witney,170936
Alan James,170936
Saratswadee Wongsomphet,64786
Ahn Sang-Hoon,79374
Stephen St. Leger,81796
James Mather,81796
Jang Cheol-Soo,59421
Gil Cates Jr.,70585
Jon Foy,54358
Julian Gilbey,81390
Mario Bava,28063
Riccardo Freda,28063
Justin Kurzel,67748
Takashi Yamazaki,61984
Tom Schiller,52826
Tariq Tapa,113038
Charlie Picerni,45273
D.R. Hood,95675
Frederick Wiseman,114412
Amir Naderi,213938
Eduardo Chapero-Jackson,79754
Sean Tretta,64108
Faouzi Bensaïdi,99698
Jorge Sanjinés,145504
Jörn Donner,229670
Ettore Scola,42147
Lynn Hershman Leeson,55245
Matt Piedmont,80304
Alex Stapleton,56591
Chen Yu-Hsun,83195
John L'Ecuyer,40056
Mark Rosman,48038
Mitja Okorn,79221
Peter Winther,214857
David Gelb,80767
Whit Stillman,82533
Jeroen Berkvens,74237
Sun Chung,64992
Ron Davis,61895
Stewart Halpern-Fingerhut,61895
Sidney Poitier,67696
Baltasar Kormákur,33569
Lasse Hallström,81025
Richard Quine,77553
Kenji Kamiyama,35435
Kenji Kamiyama,44734
Daniel Junge,89191
Sharmeen Obaid-Chinoy,89191
Seiji Maruyama,158068
Chris Fisher,94204
Jonathan Liebesman,57165
Artie Mandelberg,44032
Wilho Ilmari,362758
Tigmanshu Dhulia,96398
Riccardo Freda,42998
Tony Kaye,74308
Terence Fisher,100656
Bill Bixby,26881
Nicholas Corea,26881
Matthew Leutwyler,75576
Abel Ferrara,86820
Timo Vuorensola,10679
Riccardo Freda,28533
Mike Flanagan,74777
Liz Garbus,70845
Jon Hurwitz,71552
Hayden Schlossberg,71552
Israel Luna,66895
Gareth Evans,94329
Drew Goddard,22970
Stéphane Foenkinos,81342
David Foenkinos,81342
Bobcat Goldthwait,74306
Amanda Pope,87098
Tchavdar Georgiev,87098
Jsu Garcia,80432
John-Roger,80432
J. Searle Dawley,2929
Tareque Masud,72958
Tewfik Saleh,178535
Jean-Pierre Améris,51991
Clay Westervelt,28136
John Gilling,43309
Antonio Margheriti,28912
Semih Kaplanoğlu,37586
Amir Muhammad,256044
Florian Cossen,73889
Nacho Cerdà,36228
Joseph Losey,37084
Sajid Khan,85052
Sriram Raghavan,85050
Alberto Rodríguez,39172
Mircea Veroiu,258227
Dan Pița,258227
Joseph Cedar,72551
Jean-Marc Vallée,85033
Kat Coiro,91070
Jack Messitt,14686
Dick Bartlett,75132
Gustavo Hernández,56180
Chris Kentis,92182
Laura Lau,92182
Declan Lowney,75778
Sheldon Larry,274325
Mika Kaurismäki,42960
Bobby Farrelly,76489
Peter Farrelly,76489
James McTeigue,70436
Stevie Wermers,76346
Tony Krantz,54271
Tarsem Singh,62764
Peter Berg,44833
Romain Gavras,50365
Emma Cooper,206953
Kenji Mizoguchi,45993
Julian Jarrold,206997
Emanuele Crialese,73872
Jim Clark,28715
Mia Hansen-Løve,82327
John Madden,74534
Sam Dunn,41120
Scot McFadyen,41120
Leonard Retel Helmrich,58287
Vincent Sherman,111037
Yoav Potash,77881
Tom Kingsley,91292
Will Sharpe,91292
Edoardo Leo,109979
Marius Holst,73211
Joel Schumacher,40720
Michael Lembeck,60405
Ken Mills,86455
Morgan Spurlock,91356
Michaël R. Roskam,63310
Pierre Schoendoerffer,86727
Lee Hirsch,84404
Oren Kaplan,74447
Jim McBride,18591
William Castle,86416
Shin Sang-ok,84660
Melis Ubukeyev,255772
Tanya Wexler,75802
Tony Elwood,39509
Humphrey Jennings,88609
Stewart McAllister,88609
Jean Rouch,84820
Victor Cook,31967
Kim Sang-jin,31967
Mike Disa,31967
Jong-Sik Nam,31967
Lee Seung-Gyu,31967
Shukō Murase,31967
Shuko Murase,31967
Philip Gelatt,45347
Jerzy Skolimowski,121942
Priyadarshan,54081
Farhad Mann,37434
Robert M. Young,86975
Nicholas Ray,48646
Chester Erskine,48646
Georgios Papaioannou,138719
Michael Grecco,56325
Jon Stone,319656
Spencer Gordon Bennet,37467
Samuel Fuller,37329
Nicholas Stoller,72207
Richard Stanley,194498
Jindřich Polák,19757
Jiří Vejdělek,85621
Donovan Marsh,61410
Koreyoshi Kurahara,111304
Henri-Georges Clouzot,74402
Leo Penn,68752
Nathan Hope,28891
Todd Louiso,25154
Tim Matheson,73336
Frank McDonald,23281
Richard Bartlett,328918
Benjamin Turner,31223
Gabe Turner,31223
Todd Rohal,83330
Paul Campion,70386
Tim Story,67660
Scott Hicks,77877
Alex Chapple,48008
Byron Haskin,145878
William A. Wellman,304375
Brian Iglesias,84569
Henry Hathaway,242621
Ben Sombogaart,17347
Harry L. Fraser,43373
Rick Hauser,284694
Marshall Curry,79042
Sam Cullman,79042
Peter Skillman Odiorne,73563
Boaz Yakin,72387
Edward Yang,106373
Gregory Doran,28238
Dominique Abel,89287
Fiona Gordon,89287
Bruno Romy,89287
Jonas Mekas,105583
Mike de Leon,253808
Lloyd Bacon,106605
Chris Dapkins,91352
Carlo Mirabella-Davis,91352
Nick August-Perna,91352
James H. White,159900
W.S. Van Dyke,162284
Thierry Binisti,61361
Salim Akil,57119
Yoshishige Yoshida,148371
John Gulager,15135
Kriv Stenders,66125
Rob Sitch,88478
Nikos Nikolaidis,131476
Shonali Bose,25799
Tim Burton,62213
Russell Mulcahy,13486
Fredrik Gertten,84177
Mani Maserrat Agah,58390
David Barker,140781
Aimee Lagos,89326
George Gallo,92000
Sheree Folkson,40161
Scott Saunders,135686
Gaby Dellal,77957
Djo Munga,63946
Joshua Marston,82624
Gerardo Olivares,59835
Nathan Morlando,92493
Panos Cosmatos,50037
Paul Crowder,47479
Jon Small,47479
Selton Mello,79934
Fred Andrews,73963
Jean-Julien Chervier,73881
James H. White,159907
Jasper James,200157
Nigel Paterson,200157
Shimit Amin,26815
Shoojit Sircar,103243
Richard A. Colla,84496
Mariano Llinás,111188
Irakli Kvirikadze,258253
R. Ellis Frazier,51823
Fernando González Molina,61979
Larry Charles,76493
Steve Gagne,80169
Kôtarô Terauchi,73517
James Ivory,73600
Allison Anders,37497
Kurt Voss,37497
Dean Lent,37497
Guy Maddin,93084
Tim Haines,28500
Chloe Leland,28500
Jon Shenk,86850
Jérôme Salle,14400
Tim Chambers,48620
Henry Koster,76011
Thomas Carter,22683
Raffaello Matarazzo,132122
Jean Grémillon,110573
Mikko Niskanen,362151
Sidney Sokhona,288165
Víctor Gaviria,97038
Joseph Losey,167408
Barry Sonnenfeld,41154
Rupert Sanders,58595
Matti Kassila,199196
Risto Jarva,140036
Sharon Lockhart,122341
Robert Stevenson,109016
Tod Browning,118131
Zal Batmanglij,86812
Andrew L. Stone,31559
Adam Gierasch,27646
Rich Christiano,39401
Chakri Toleti,25121
Kike Maíllo,77561
Bradley Parker,93856
Vincent Paronnaud,78206
Marjane Satrapi,78206
Javier Balaguer,80742
Peter Collinson,161460
Gordon Parks,63773
Peter Lord,72197
Jeff Newitt,72197
Cédric Kahn,85546
Philip Kaufman,111839
Lucía Puenzo,26864
Derick Martini,94363
Ridley Scott,70981
Nicholas McCarthy,111440
Cindy Kleine,44997
David Nixon,35691
Patrick Doughtie,35691
Richard Linklater,92591
Rohit Dhawan,79990
Philip Dunne,101288
Lee Davis,77084
Richard Brooks,36334
Baltasar Kormákur,12645
Dag Yngvesson,169747
Kim Jho Gwang-soo,169022
Sarah Polley,86555
Kaspar Heidelbach,50077
Johannes Stjärne Nilsson,48392
Ola Simonsson,48392
Lois Weber,155953
Robert Lynn,106020
William K.L. Dickson ,104396
David Wain,50647
Vincent Sherman,85293
William Keighley,43598
Howard Bretherton,43598
Wes Anderson,83666
Roland Joffé,45054
Ami Canaan Mann,72477
Sujoy Ghosh,82825
Michael Chang,103269
Hirokazu Koreeda,79382
Alain Resnais,61296
Cyril Frankel,80151
Adrian Grunberg,80389
Osamu Fukutani,109554
Keoni Waxman,26583
Renny Harlin,50601
Oliver Schmitz,45244
John Lechago,49830
Lauren Montgomery,13640
Bruce Timm,13640
René Clair,44473
Philippe Grandrieux,37000
Lena Koppel,60592
Vulo Radev,109379
Carmelo Bene,169652
Peter Tscherkassky,110650
Philip Rosenthal,64836
Lewis Allen,25564
Anders Engström,61125
Stephan Elliott,85435
Julie Gavras,79995
Sidney J. Furie,12255
Jerry Jameson,83723
David Cronenberg,49014
Brian Miller,68472
Brian Robbins,72358
Alastair Fothergill,72334
Mark Linfield,72334
Richard A. Colla,201703
Colin Trevorrow,84332
Conrad Vernon,80321
Eric Darnell,80321
Tom McGrath,80321
Carl Lindbergh,71326
Richard Thorpe,109018
Joseph Losey,64456
Kenneth Anger,65421
Kenneth Anger,43337
Mateo Gil,68818
Lynn Shelton,84355
Rashid Nugmanov,20847
Theo Angelopoulos,48210
Daisuke Nishio,39144
Daisuke Nishio,39145
Sam Liu,22855
Mike Disa,55215
Tetsuro Amino,56191
Miguel Ángel Vivas,48393
Jean Delannoy,66956
Jack Lewis,46469
John Greyson,46469
Kazuhisa Takenouchi,116776
Daisuke Nishio,39100
Brenda Chapman,62177
Mark Andrews,62177
Steve Purcell,62177
Andrew Knight,13313
Peter Werner,63193
Jossi Wieler,379689
Sergio Morabito,379689
János Darvas,379689
D. Stevens,52462
Daisuke Nishio,39101
Bradley Raymond,13761
Tom Ellery,13761
Nick Ormerod,86467
Declan Donnellan,86467
Kirk Jones,76494
Woody Allen,81836
Howard Morris,212622
Timur Bekmambetov,72331
Burt Balaban,3556
James Goldstone,42621
Bess Kargman,89874
Noel Clarke,44877
Mark Davis,44877
Andy Warhol,195056
James Flood,81115
Joseph Kahn,68684
Maria Blom,27550
Joe May,92352
George B. Seitz,173891
Benson Lee,18150
Dean Wright,96399
Dong-hun Choi,40171
Federico Moccia,34494
Semyon Aranovich,86157
Herman Yau,154115
Adam Shankman,80585
Lorene Scafaria,88005
Doug Sweetland,13042
Brad Bird,13932
Jack Starrett,29860
David Wickes,48747
Bud Luckey,13062
Roger Gould,13062
Andrew Jimenez,13933
Mark Andrews,13933
Denny Harris,28380
Seth MacFarlane,72105
Lee Kirk,100046
John Lasseter,13927
Steven Soderbergh,77930
Chris Paine,67619
Daisuke Nishio,39103
Henry Cass,52639
Robbins Barstow,151168
Shin Sang-ok,26974
Dick Lowry,24729
Walter Salles,83770
Jonathan Segal,50590
Bob Hercules,105795
Daisuke Nishio,39104
Kazuhito Kikuchi,39104
Shigeyasu Yamauchi,34433
Koji Masutani,78999
Nacho Vigalondo,76333
Hadi Hajaig,95516
Marc Webb,1930
David Giles,378452
Jonas Mekas,148811
Kôji Shiraishi,21506
Christian E. Christiansen,86985
Takashi Nomura,38728
Volker Schlöndorff,42226
Declan O'Brien,23823
William K.L. Dickson ,16624
Steve Martino,57800
Mike Thurmeier,57800
Benh Zeitlin,84175
Val Guest,46223
Cecil B. DeMille,173580
Mihalis Kakogiannis,61111
Alex Kurtzman,98548
Kô Nakahira,86664
Takumi Furukawa,71722
Yoshishige Yoshida,264393
Nikos Nikolaidis,131653
Rubén Mendoza,200281
George W. Hill,99934
Oliver Stone,82525
Phil Weinstein,25913
Petri Kotwica,104997
Lucien Förstner,155288
Gert Fredholm,16059
John Erman,52311
Staffan Lindberg,86980
Ken Burns,208988
Lynn Novick,208988
Ken Burns,57346
Qasim Basir,66025
Cameron Crowe,105567
Louis de Funès,11680
Jean Girault,11680
James Seale,5965
Nick Love,31218
John Lasseter,13926
Kerry Beyer,40770
Curtis Crawford,75810
William Nigh,59706
Jan Pinkava,13929
Stefan C. Schaefer,96534
Marc S. Grenier,60003
Tyler Perry,103370
Don Siegel,32050
Craig Singer,62289
Jack Perez,80468
Mahsun Kırmızıgül,51794
Anees Bazmee,53804
Joe Ma Wai-Ho,31680
Steve Barron,83191
Akiva Schaffer,80035
Vincent Lannoo,65997
Jack Nicholson,57215
Michael Kruzan,193976
Roberto Faenza,93676
Julie Delpy,84165
Chris Petit,45945
Trey Stokes,50053
Kim Ki-young,279159
Jon Moritsugu,183386
Aluizio Abranches,44125
Hawley Pratt,43580
William Friedkin,73567
Lothar Mendes,172214
Shigeyasu Yamauchi,44251
Kazuyoshi Katayama,50388
Craig Carlisle,19575
Yoshihiro Ueda,39106
Teuvo Tulio,55184
Jonas Mekas,148807
Don E. FauntLeRoy,14863
Dexter Fletcher,86593
Alexandre Rockwell,72843
Paul Weitz,78571
Zoltan Korda,43852
Robert J. Flaherty,43858
Zoltan Korda,43858
Lawrence Roeck,101325
Don McBrearty,102431
David Hugh Jones,16716
Vincente Minnelli,52906
Sebastián Cordero,61539
John Lasseter,13928
Ralph Eggleston,13930
Jonathan Dayton,103332
Valerie Faris,103332
